발화자,발화문,인텐트
c,카드결제해도 되는거죠,구매 목록
s,네,구매 목록
s,무이자되는 카드가 이렇거든요,구매 목록
c,이 카드 있어요,구매 목록
s,무이자되는 카드가 이렇거든요,구매 목록
c,이 카드 있어요,구매 목록
c,카드로 할게요,구매 목록
s,카드로 결제하실꺼죠?,구매 목록
c,네,구매 목록
c,네 제로페이 되죠?,구매 목록
s,제로페이요,구매 목록
s,"124,600원입니다. 결제 뭘로 하실래요?",구매 목록
c,카드로 할게요,구매 목록
c,카드 되지요,구매 목록
s,네 카드되요,구매 목록
s,결제는 카드로 하실꺼죠?,구매 목록
c,네~,구매 목록
s,무이자되는 카드가 이렇거든요,구매 목록
c,이 카드 있어요,구매 목록
s,무이자 몇개월로 할까요?,구매 목록
c,4개월이요,구매 목록
s,결재는 뭘로 해드릴까요?,구매 목록
c,네 이카드로 해주세요,구매 목록
s,네 몇개월 할까요?,구매 목록
c,일시불 해주세요,구매 목록
s,어떤 걸로 해드릴까요 카드로 하실꺼죠,구매 목록
c,카드로 해주세요,구매 목록
s,카드 결재이신가요?,구매 목록
c,"네, 백화점 카드예요",구매 목록
c,결제완료 후 결제수단 변경이 가능한가요?,구매 목록
s,"죄송합니다만, 결제완료 후 결제수단 변경이 어렵습니다",구매 목록
c,네. 카드결제 할께요,구매 목록
s,네. 감사합니다,구매 목록
c,카드결제 되나요?,구매 목록
s,네. 가능합니다,구매 목록
s,"69,000원입니다. 결제 뭘로 하실래요?",구매 목록
c,카드로 할게요,구매 목록
c,신한카드 있으세요,구매 목록
s,네 여기 있어요,구매 목록
s,삼성카드 있으세요,구매 목록
c,네 여기 있어요,구매 목록
c,카드 되죠,구매 목록
s,카드로 결제하세요?,구매 목록
c,네,구매 목록
c,현금은 없는데 계좌이체 가능한가요?,구매 목록
s,네 가능해요 여기 적힌 계좌로 입금해 주시면 됩니다,구매 목록
c,입금했어요,구매 목록
c,이거 모두 봉투에 담아 주시고 오늘은 제가 현금 결제해도 될까요?,구매 목록
s,당연히 해도 되지요,구매 목록
c,네 알겠습니다 많이 깎아 주셨잖아요?그러니까 현금으로 하는게 좋을 것 같아서요,구매 목록
s,그렇게 생각해 주시니 감사합니다,구매 목록
c,신한카드 있으신가요?,구매 목록
s,여기 있어요,구매 목록
s,결재 뭘로 해드릴까요?,구매 목록
c,이 카드로 해주세요,구매 목록
s,카드신가요,구매 목록
c,네 카드요,구매 목록
s,결제는 어떻게 할까요?,구매 목록
c,여기 5만원이요,구매 목록
s,어느 카드 이용하십니까?,구매 목록
c,삼성 이용해요,구매 목록
s,삼성카드 무이자 할부 가능한데 해 드릴까요?,구매 목록
c,네,구매 목록
s,어머니 제가 현금으로 주실 거예요 카드로 주실 거예요,구매 목록
c,카드로 해야지,구매 목록
c,네 카드로 계산할 수 있죠?,구매 목록
s,네 카드 받았습니다,구매 목록
c,혹시 포인트 팔천 점 쓸 수 있나요,구매 목록
s,사용 가능하신데 지금 포인트는 만점부터 사용 가능하세요,구매 목록
c,지역상품권으로 계산 되죠?,구매 목록
s,네,구매 목록
s,네 그럼 다해서 팔만팔천원 입니다 카드로 하시겠어요?,구매 목록
c,카드로 할께요,구매 목록
s,네 그럼 십팔만팔천원 이구요 카드로 계산하시겠어요?,구매 목록
c,네네 카드로 할께요,구매 목록
s,네네 일시불로 해드릴까요? 어떻게 카드로 하시겠어요?,구매 목록
c,카드를 한 3개월. 할부 해주세요,구매 목록
s,네. 어덯게 결제해 드릴까요?,구매 목록
c,카드 여기요,구매 목록
s,네,구매 목록
s,카드결제하실거죠?,구매 목록
c,네,구매 목록
c,계산은 현금으로 해야하나요?,구매 목록
s,그래주시면 감사하죠,구매 목록
c,네 카드도요?,구매 목록
s,네,구매 목록
c,현금도요?,구매 목록
s,네 그런데 카드로 하면 수수료가 붙어요,구매 목록
c,그럼 현금이 낫죠?,구매 목록
s,네,구매 목록
c,그러면 결제해주세요 현금으로 해야죠?,구매 목록
s,이건 카드로 하세요,구매 목록
s,결재는 뭘로 해드릴까요?,구매 목록
c,이카드로해주세요,구매 목록
s,카도 하시나요?,구매 목록
c,아니요,구매 목록
s,현금일까요?,구매 목록
c,네 이체 가능한가요?,구매 목록
s,네,구매 목록
s,카드로 하시죠?,구매 목록
c,네,구매 목록
s,결제는 어떻게 해드릴까요?,구매 목록
c,카드로 할께요,구매 목록
c,상품권으로 계산되나요?,구매 목록
s,안되요,구매 목록
c,카드계산은 되나요?,구매 목록
s,네,구매 목록
s,결제는 뭘로 해드릴까요?,구매 목록
c,아 카드로 할게요,구매 목록
c,무이자 할부 되는 카드가 뭔가요?,구매 목록
s,삼성 현대 롯데카드 가능해요,구매 목록
c,혹시 나중에 카드 변경이 되나요?,구매 목록
s,네 그럼요 대신 카드 두 장이랑 영수증 가지고 오셔야돼요,구매 목록
c,아 꼭 방문해서만 처리가 되나요?,구매 목록
s,네 원칙은 그래요,구매 목록
s,아니시면 제가 임의로 처리해드릴게요 전화를 주실래요?,구매 목록
c,네 그럴게요,구매 목록
c,흠 그런데 현대백화점 카드로만 결제해야 되는건가요?,구매 목록
s,네 맞아요,구매 목록
c,전 백화점 카드가 없는데 어떡하죠?,구매 목록
s,아 그러시면 팔 층에 가셔서 카드 바로 만드실 수가 있어요,구매 목록
s,그럼 일단 카드로 결제하시는걸까요?,구매 목록
c,네 이 카드로 해주세요,구매 목록
s,계산은 어떻게 해드릴까요?,구매 목록
c,계산은 카드로 할께요,구매 목록
s,결재 뭘로 할까요?,구매 목록
c,이 카드로 해주세요,구매 목록
s,카드 결제 하실꺼예요?,구매 목록
c,네,구매 목록
c,백화점카드로 계산해도 될까요?,구매 목록
s,네 백화점카드 계산됩니다,구매 목록
c,백화점상품권으로 계산해도 될까요?,구매 목록
s,네 백화점상품권 계산됩니다,구매 목록
c,카드로 계산해도 될까요?,구매 목록
s,네 카드 계산됩니다,구매 목록
c,현대카드로 계산해도 될까요?,구매 목록
s,네 현대카드 계산됩니다,구매 목록
s,결제는 뭘로 해드릴까요?,구매 목록
c,아 카드로 할게요,구매 목록
c,혹시 여기 복지포인트로 결제 할 수 있나요?,구매 목록
s,네 되지요,구매 목록
s,복지카드로 결제하실 건가요?,구매 목록
c,네 그걸로 결제 할 거예요,구매 목록
c,멤버쉽 카드 할인 되나요?,구매 목록
s,네 되죠,구매 목록
c,멤버쉽은 얼마나 할인 되요?,구매 목록
s,기본 할인 십퍼센트 됩니다,구매 목록
c,적립금도 사용가능 인가요?,구매 목록
s,네 쓰실수 있어요,구매 목록
c,거기 혹시 경기도 지역카드 있잖아요 그거 돼요?,구매 목록
s,잠간만요,구매 목록
s,제가 온지 얼마 안돼서 담당자분께 확인하고 말씀드려도 될까요?,구매 목록
c,네,구매 목록
s,저희 불가능 하다고 하시거든요,구매 목록
c,그 카드로 결제하는건 불가능해요?,구매 목록
s,네,구매 목록
c,백화점상품권으로 계산해도 될까요?,구매 목록
s,네 백화점상품권 계산됩니다,구매 목록
c,문화상품권으로 계산해도 될까요?,구매 목록
s,네 문화상품권 계산됩니다,구매 목록
c,현금으로 계산해도 될까요?,구매 목록
s,네 현금 계산됩니다,구매 목록
c,지역상품권으로 계산 되죠?,구매 목록
s,네,구매 목록
c,상품권으로 계산해도 될까요?,구매 목록
s,네 상품권 계산됩니다,구매 목록
s,어떤 상품권이신가요?,구매 목록
c,네 온누리상품권 상품권이예요,구매 목록
s,결제는 무엇으로 해주시나요?,구매 목록
c,현금 드릴게요,구매 목록
c,롯데백화점카드로 계산할 수 있죠?,구매 목록
s,네 롯데백화점카드로 계산할 수 있어요,구매 목록
s,롯데백화점 카드 있으신가요?,구매 목록
c,네,구매 목록
c,지역상품권으로 계산 되죠?,구매 목록
s,네,구매 목록
s,카드로 결제 하실건가요?,구매 목록
c,네 삼개월 할부로 해주세요,구매 목록
c,카드로 계산해도 될까요?,구매 목록
s,네 카드 계산됩니다,구매 목록
c,현금으로 계산해도 될까요?,구매 목록
s,네 현금 계산됩니다,구매 목록
c,카드로 계산할게요,구매 목록
c,국민카드 되나요?,구매 목록
s,네,구매 목록
c,혹시 여기 복지포인트로 결제 할 수 있나요?,구매 목록
s,네 되지요,구매 목록
c,제가 현금이 없는데,구매 목록
s,이건 카드 하셔도 돼요,구매 목록
s,얘도 카드 하셔도 되는데 수수료를 오백 원 정도 더 주셔야 돼요,구매 목록
c,카드 되죠?,구매 목록
s,네,구매 목록
c,현금으로 하면요?,구매 목록
s,아니 카드로 해도 맞춰 드릴게요,구매 목록
c,헌금으로 하면 더?,구매 목록
s,에이 그럼 현금 오만 원까지 맞춰 드릴게요,구매 목록
s,카드는 뭔데요?,구매 목록
c,삼성?,구매 목록
s,다행히 삼성도 돼요. 원래 안 됐는데 이번 부터 돼요,구매 목록
s,결제는 어떻게 해드릴까요?,구매 목록
c,카드로 할게요,구매 목록
s,롯데카드로 사셨는데,구매 목록
c,네,구매 목록
c,카드로 하면 가격 다른가요?,구매 목록
s,아니요 같아요,구매 목록
c,계좌이체도 가능한가요?,구매 목록
s,네 가능하세요,구매 목록
c,아까 그것들만 해서 카드 되나요?,구매 목록
s,그럼요,구매 목록
c,백화점상품권으로 계산해도 될까요?,구매 목록
s,네 백화점상품권 계산됩니다,구매 목록
c,문화상품권으로 계산해도 될까요?,구매 목록
s,네 문화상품권 계산됩니다,구매 목록
c,온누리상품권 되죠?,구매 목록
s,네,구매 목록
c,상품권은 다 받죠?,구매 목록
s,네,구매 목록
c,현금으로 하면 더 할인되거나 하는건 없나요?,구매 목록
s,네 죄송해요 백화점이다보니,구매 목록
c,흠 그런데 현대백화점 카드로만 결제해야 되는건가요?,구매 목록
s,네 맞아요,구매 목록
s,그럼 일단 카드로 결제하시는걸까요?,구매 목록
c,네 이 카드로 해주세요,구매 목록
s,카드로 결제 하실건가요?,구매 목록
c,네 삼개월 할부로 해주세요,구매 목록
c,체크카드인가요,구매 목록
s,네,구매 목록
s,결제는 뭘로 해드릴까요?,구매 목록
c,아 카드로 할게요,구매 목록
c,혹시 나중에 카드 변경이 되나요?,구매 목록
s,네 그럼요 대신 카드 두 장이랑 영수증 가지고 오셔야돼요,구매 목록
s,결제는 뭘로 해드릴까요?,구매 목록
c,아 카드로 할게요,구매 목록
c,혹시 나중에 카드 변경이 되나요?,구매 목록
s,네 그럼요 대신 카드 두 장이랑 영수증 가지고 오셔야돼요,구매 목록
s,결제는 뭘로 해드릴까요?,구매 목록
c,아 카드로 할게요,구매 목록
c,혹시 나중에 카드 변경이 되나요?,구매 목록
s,네 그럼요 대신 카드 두 장이랑 영수증 가지고 오셔야돼요,구매 목록
c,해외 항공원 결제 수단은 어떤 게 있어요?,구매 목록
s,일단 신용카드나 가상 계좌 이용가능하시거든요,구매 목록
c,그럼 2명 이상 일때는 각각 다른 카드로 가능한가요?,구매 목록
s,네 탑승객별로도 각각 다른 카드 결제 가능하시고 동일 카드로도 결제 가능하세요,구매 목록
c,그 무통장 입금일 때는 현금으로만 해야되나요?,구매 목록
s,네 이제 무통장 입금으로 하실 거면 현금으로 입금해주셔야 되요,구매 목록
c,그 가상 계좌가 발급되는 건가요?,구매 목록
s,네 가상 계좌로 안내해드리는데 거기에 시한 내로 입금해주시면 발권 진행되세요,구매 목록
c,아 혹시 항공사 마일리지로 구매 가능한가요?,구매 목록
s,아니 트립 항공권에서는 구매나 발권이 안 되세요,구매 목록
c,탑승객 1명 항공권 결제를 2개로 결제할 수 있나요? 2개 카드로?,구매 목록
s,일단은 한 명이 항공권 결제를 2개로 나눠서 할 순 없으세요,구매 목록
s,여기는 제휴 카드 같은 거 없나요?,구매 목록
c,그러면 아까 내복이랑 후리스랑 두 개 할 건데,구매 목록
s,고객님,구매 목록
c,네 카드로 해 주세요,구매 목록
s,카드결제시죠?,구매 목록
c,네 여기 백화점카드요,구매 목록
c,카드로 하세요?,구매 목록
s,카드로 하세요?,구매 목록
c,네,구매 목록
s,카드결제시죠?,구매 목록
c,네 여기 백화점카드요,구매 목록
c,삼성도 되요?,구매 목록
s,네. 되죠,구매 목록
c,이거 카드되요?,구매 목록
s,네. 되요,구매 목록
c,김천사랑카드도 되죠?,구매 목록
s,네. 되죠,구매 목록
c,그래도 카드결제 하시는분들이 계시죠?,구매 목록
s,아우 많아요,구매 목록
c,그러면 제가 이체시켜드려도 되요?,구매 목록
s,그럼요,구매 목록
c,이거 농협계좌로 넣어드리면 되나요?,구매 목록
s,이쪽으로 넣어주세요,구매 목록
s,카드결제시죠?,구매 목록
c,네 여기 백화점카드요,구매 목록
c,흠 그런데 oo백화점 카드로만 결제해야 되는건가요?,구매 목록
s,네 맞아요,구매 목록
c,전 백화점 카드가 없는데 어떡하죠?,구매 목록
s,아 그러시면 팔 층에 가셔서 카드 바로 만드실 수가 있어요,구매 목록
s,그럼 일단 카드로 결제하시는걸까요?,구매 목록
c,네 이 카드로 해주세요,구매 목록
s,무이자 ?,구매 목록
c,신한카드,구매 목록
s,결제는 현금이세요? 카드세요?,구매 목록
c,카드결제요,구매 목록
s,결제는 뭘로 하시겠어요,구매 목록
c,카드로 결제할게요,구매 목록
c,카드도 되나요?,구매 목록
s,네,구매 목록
c,현금영수증도 되나요?,구매 목록
s,네,구매 목록
c,백화점상품권으로 계산해도 될까요?,구매 목록
s,네 백화점상품권 계산됩니다,구매 목록
c,문화상품권으로 계산해도 될까요?,구매 목록
