발화자,발화문,인텐트
s,S사이즈는 길이 감딱 맞고 M사이즈는 넉넉하게 입으실 것 같습니다,상품 추천
c,58번 자켓 문의.178키72 몸우게 .허리 32인치 110싸이즈 입어야 하나요?,상품 추천
s,105 사이즈를 추천 드리며 보다 정확한 쇼핑을 위하여 상품의 실측 사이즈표를 확인하여 구매 결정해주시기 바랍니다.,상품 추천
c,170 - 65인데 M잘 맞겠죠?,상품 추천
s,네 충분히 착용 가능하십니다.,상품 추천
c,주문하려고 하니깐 사이즈가 120.130이 있는데 130사이즈도 주문해도 되는 건가요?,상품 추천
s,네 주문하시면 오후 3시 주문건은 당일 배송입니다.,상품 추천
c,남자친구 키 183 몸무게 97바지 34입으면 투엑스가 나을까요?,상품 추천
s,드로우핏 남성용 사 계절 트레이닝 조거 팬츠 상품은 개개인마다 체형이상이할 수 있으니 실측 사이즈와 사이즈 표비교 후 구매 부탁드립니다.,상품 추천
c,어떤 부츠가 제일 잘 팔리는 지 알려주세요.,상품 추천
s,털 달린 부츠가 올해 잘 팔리는데요.,상품 추천
c,저는 어둡게 화장 하고 싶은데 23호는 너무 어두울까요?,상품 추천
s,네. 23호는 너무 어두우실 것 같아요,상품 추천
c,중학생 아들 쓰기엔 뭐가 좋을까요?,상품 추천
s,이 라인이 사춘기 트러블 전용 제품입니다.,상품 추천
c,12번 사려 하는데 엄마가 평소에 77입으시는데 88로 표기된 걸 사야 하나요?,상품 추천
s,현재 모델분 55반 66이시며 L 착용하였습니다.,상품 추천
c,커플링으로 사려고 하는데 어떤게 요즘 잘나가는지 알려주시면 감사하겠습니다.,상품 추천
s,러브미 무광 반지가 커플링으로 제일 인기네요.,상품 추천
c,배가 있으셔서 100으로 하면 크죠?,상품 추천
s,고객님들마다 체형이 달라서 사이즈 주천이 어려운 점 양해 부탁드려요. 실사이즈가 크게 나온 편은 아니고 정사이즈 제품입니다.,상품 추천
c,구매해야 하나요?,상품 추천
s,문의주 신 상품은 정사이즈 상품으로 보통 44 - 55 정도입으실 경우 FREE 사이즈/66 - 77 정도입으실 경우 L사이즈로 추천 드리고 있어요.,상품 추천
c,뭘 키 183 몸무게 69허리 둘레 30사이즈는 주문해야죠?,상품 추천
s,죄송하지만 착용 사이즈에 있어서는 제품별로 제작되는 상세 사이즈가 전부 다르기 때문에 정확한 안내가 어렵습니다.,상품 추천
c,이번 시즌 수영복 중엔 어떤 게 주력 제품인가요?,상품 추천
s,백 오픈 원피스 수영복이 주력 제품입니다.,상품 추천
c,평소 남성 105사이즈 입으면 어떤 사이즈로 주문해야 하니?,상품 추천
s,주문을 평소에 착용하시는 사이즈로 해주시면 됩니다 105사이즈 주문을 해 두세요.,상품 추천
c,SK57 럭키 화이트 현재 주문란에 L는 없고 XL부터 있는데 여제가 55입는데 XL가 맞을까여?,상품 추천
s,작게 나온 상품입니다. XL이 44사이즈입니다.,상품 추천
c,상의 77입으면 정사이즈 77시 키면 되?,상품 추천
s,사이즈의 경우 마다 체형이 다르신 부분으로 인해 어려움을 정확한 안내가 양해 부탁드려요.,상품 추천
c,키 170에 몸무게 77이면 어떤 사이즈를 입어야 될까요?,상품 추천
s,고객님이 현재 입으시는 사이즈보다 2사이즈 크게 주문해 주시면 좋을 것 같습니다.,상품 추천
c,카파치마레깅스 봄.가을 꺼 입고 있는데 허리둘레 70이라고 써져 있는데 95구입하면 될까요?,상품 추천
s,체형별로 차이가 있다 보니 사이즈 추천이 어려운 점 양해 부탁드립니다.,상품 추천
c,수영시 착용할 건데 어떤 걸 착용함이 좋을까요?,상품 추천
s,모든 상품접착력이 우수하게 제작되었으며 상품을 받아보신 후손 등으로 테스트만해보셔도 접착력이 강하다는 건 느끼실수 있어요.,상품 추천
c,남성 겨울용 제일 따뜻한 상품이 무엇인가요?,상품 추천
s,현재 나오는 상품들은 겨울용입니다. 원단은 거의 비슷합니다.,상품 추천
c,173센티49키로 정말 마른 체격입니다 기존에 다른 브랜드는 85입는데 여기는 싸이즈 어떻게 주문해야 할까요?,상품 추천
s,90정도 구매하시면 될 것 같아요.,상품 추천
c,요즘 제일 유행하는 디자인은 어떤 원피스인가요?,상품 추천
s,이 두 상품이 요즘 제일 잘 나갑니다.,상품 추천
c,사람들이 제일 많이 사가는 클렌징 워터 제품이 뭔가요?,상품 추천
s,키엘 제품이 가장 많이 팔립니다.,상품 추천
c,보카시그레이 팬츠에 셔츠 입어보려 하는데 어떤 색상의 셔츠가 잘 어울릴까요?,상품 추천
s,개인 취향이라 뭐라 답변 드릴수 없는 점 양해 바랍니다.,상품 추천
c,9살 키가 130 정도 되는 여자아이는 여자 숏 S상이즈가 맞을까요?,상품 추천
s,우리 보통 몸무게 16키로 이상 6세 이상이면 여성숏S을 입긴 합니다만 고객님들마다 옷을 입히는 스타일에 따라 다르더라구요 넉넉한 게 괜찮다고 하시면 가능한 데 타이트하게 입히기는 힘들 수도 있어요.,상품 추천
c,요즘 제일 괜찮은 시계 좀 추천해주세요.,상품 추천
s,앞에 보시는 상품들이 요즘 고객님들께서 많이 찾으시는 제품이에요.,상품 추천
c,77은 못 입나요?,상품 추천
s,상품 사이즈는 상품 페이지 하단에 상세 사이즈 참고 부탁드려요.,상품 추천
c,회색 가디건이랑 어떤 브로치가 매칭하기 좋을까요?,상품 추천
s,저희가 가지고 있는 브로치들 한 번 보여드리겠습니다.,상품 추천
c,기존에 여신 착용했을 땐 전혀 잡아주지 않고 그냥 걸쳐진 느낌입니다 그나마 어떤 제품이 가장 타이트한 가요?,상품 추천
s,저희가 장 작은 사이즈인 85가 밑가슴 둘레 70 정도까지 고객님들께 잘 맞습니다.,상품 추천
c,기능성 내복은 어떤 제품이 가장 인기가 많은 건가요?,상품 추천
s,롯데에서 나온 내복이 가장 인기가 많은 제품입니다.,상품 추천
c,둘 중에 어떤 원피스가 날씬해 보여요?,상품 추천
s,왼쪽 제품이 날씬해보이는 듯 합니다.,상품 추천
c,롱패딩인데 너무 캐쥬얼하지 않은 디자인으로도 있나요?,상품 추천
s,네. 캐쥬얼하지 않은 디자인으로는 히든 체크 롱패딩이 있습니다.,상품 추천
c,M구매했는데 S사이즈 입어야 하나요?,상품 추천
s,S사이즈보다 M사이즈가 더 좋으실 것 같아요. S사이즈는 너무 딱 맞으실 것 같아요.,상품 추천
c,결혼식에 어울리는 원피스는 뭐가 있죠?,상품 추천
s,이 원피스가 결혼식에 잘어울려요.,상품 추천
c,여기서는 사람들이 어떤 가방을 많이 사 가요?,상품 추천
s,저희 고객분들께서는 이 가방을 좋아하시더라구요.,상품 추천
c,건성 피부가 쓰기 좋은 앰플 볼 수 있을까요?,상품 추천
s,건성 피부가 쓰기 좋은 앰플 소개해 드리겠습니다.,상품 추천
c,방수되는 모자는 어떤거 있어요?,상품 추천
s,지금 방수되는 모자는 없습니다.,상품 추천
c,사이즈 선택이 고민이네요 성인 여자보통 얼굴라지가 너무 클까요?,상품 추천
s,주변 여성분들께 착용 감문의 시대체로 M사이즈로 만족하셨고 L사이즈가 많이 크진 않고 조금 크다고 느끼셨습니다.,상품 추천
c,"사기 시스루 구매하고 싶은데, 밑가슴이 88 - 90 정도 고컵은 B컵인데 사이즈는 100하면 될까요?",상품 추천
s,문의주신 사이즈가 90B 정도이시면 105를 권해드립니다. 이 점 참고 후 구매하시기 바랍니다.,상품 추천
c,조카가 2개월인데 63/6. 9KG 에요 사이즈 12M 으로 해야 할까요 18M 으로 해야 할까요?,상품 추천
s,6M 6개월 12M 12개월입니다. 6M 사이즈 기준 : 어깨너비 18/가슴 둘레 44/소매길이 21.5/허리둘레 53/엉덩이 둘레 55/허벅지 둘레 24/총장 56.5입니다.,상품 추천
c,제가 퍼스널 컬러가 쿨톤인데 어울릴만한 립스틱 있나요?,상품 추천
s,퍼스널 컬러가 쿨톤인 분께는 이 상품이 어울립니다.,상품 추천
c,신장 165에 몸무게 65키로 나가는 남자 아이가 입을 건데라지로 주문해야 할까여?기장이 많이 길까요?,상품 추천
s,남성분이 입기엔 기장이 길지는 않을 것 같습니다. L사이즈로 주문해 주시면 나을 것 같으나 참고만 부탁드립니다.,상품 추천
c,아기 돌반지로는 금이 나을까요?,상품 추천
s,"네, 금이 좋을 것 같습니다.",상품 추천
c,여름에 뿌리기 좋은 향수 있을까요?,상품 추천
s,이 상품이 여름에 뿌리기에 좋습니다.,상품 추천
c,"작년과 올해 구입한 네이비 L사이즈 중에 버클 에스프링이 없고, 기장이 가장 짧은 모델이 뭐죠?",상품 추천
s,LNPJ214 SJ 상품은 스프링 후크셔츠 빠짐 방지스판 슬랙스으로 후크 에스프링이 없는 상품을 찾으신다면 LNPJ 043 SJ의 상품일 것으로 예상됩니다.,상품 추천
c,밴딩 바지 라지 사이즈 입는데 저 바지 프리로 입음 맞을까요?,상품 추천
s,평소 L사이즈를 착용하신다면 이 상품 XL로 추천 드리고 있는데요 체형별로핏감은 모두 상이할 수 있어서요 업데이트 되어 있는 상세 사이즈 참고하셔서 최종 선택 부탁드립니다.,상품 추천
c,매장에서 판매 중인 것 중에 가장 인기있는 립스틱 어떤 거예요?,상품 추천
s,저희 매장에서 판매 중인 것 중에 가장 인기 있는 립스틱은 앞 줄에 있는 상품입니다.,상품 추천
c,6번 브라사이즈가 80AB 사이즈는 컵이 조금 남아서 뜨지만 뒤에 끈 쪽은 사이즈가 맞는데 어떤 걸 사야 할까요?,상품 추천
s,75AB 를 개인적으로는 구매 후 연장 후크를 사용을 추천해 드리나 착용감은 개인차가 있어 정확한 안내는 어려운 점 양해 부탁드려요.,상품 추천
c,사이즈 문의요 M사이즈만 입었다는 사람에게 치수로 나온 상품은 몇으로 사야 하나요?,상품 추천
s,정확한 상품명이 기재되어 있지 않아 답변이 어렵습니다. 각 상품마다 차이가 있으니 상세 사이즈 표 확인 후 문의주시기 바랍니다.,상품 추천
c,한국정사이즈 100입니다 키 175 몸무게 75그럼 사이즈 뭐로 해야 하?,상품 추천
s,중국 판매처에서 3xL 사이즈로 권장해 드립니다. 추천 사이즈는 참고 부탁드려요.,상품 추천
c,평소 S사이즈이지요. XL을 구매하면 될까요?,상품 추천
s,제품 엑스라지 허리인치로 28 - 30 정도 구매해 주시더라구요. 고객님께는 크게 맞으실 것 같아요.,상품 추천
c,상체는 75C 이고 엉덩이 평소 95입는데 사이즈 어떻게 선택하면 좋을까요?,상품 추천
s,원하시는 상품명과 실측 사이즈를 알려주시면 더 도움을 드릴 수 있을 것 같습니다.,상품 추천
c,요즘에 인기가 가장 많은 립스틱은 어떤 제품인지 보여주실 수 있나요?,상품 추천
s,이쪽에서 오시면 제품 보여드리겠습니다.,상품 추천
c,특히 여신이 윗가슴을 눌러서 불룩그램 85로 주문했어야 했나요?,상품 추천
s,75C 는 샵 사이즈로 일반 90사이즈가 적합하나 맞춤 속옷이 아니기 때문에 고객님들의 체형 및 원하는 착용감에 따라 사이즈 선택이 달라질 수 있습니다.,상품 추천
c,아토피가 있는 아이가 사용하기 좋은 로션 좀 추천해주시겠어요?,상품 추천
s,베이비 아토트리트 크림 추천해드릴게요.,상품 추천
c,밑가슴 둘레 74윗 가슴 둘레 84엉덩이 둘레 90사이즈 어떻게 해야 하나요?,상품 추천
s,현재 75A 사이즈로 브라렛 85사이즈가 적합하실 듯합니다. 저희 브랜드의 S는 사이즈 85 - 92CM M은 90 - 97CM 고객님들께 잘 맞습니다.,상품 추천
c,정말 많이 팔렸나 보죠?,상품 추천
s,취소 건으로 확인되십니다.,상품 추천
c,허리 30사이즈 입으면 밴딩 청바지 여유 있게 맞거든요 77/88중 뭐가 나은가요?,상품 추천
s,77사이즈가 맞으실 것 같으나 개인적인 체형이 다 다르므로 모바일 상세 사이즈를 참고해 주시면 감사할게요.,상품 추천
c,이 속옷세트 선물용으로도 많이들 사가시나요?,상품 추천
s,"네, 요새 선물용으로도 많이 팔립니다. ",상품 추천
c,신발 러닝용으로 괜찮은 제품은 어떤거에요?,상품 추천
s,런닝용 운동화 보여드리겠습니다.,상품 추천
c,커플링 중에는 어떤 디자인이 가장 인기가 많은 상품인가요?,상품 추천
s,이번에 새로 출시된 커플링의 디자인이 꽤 괜찮아요.,상품 추천
c,커플링으로 인기가 많은 디자인은 어떤 게 있나요?,상품 추천
s,이번에 새로 나온 커플링이 가장 인기가 많은 편이에요.,상품 추천
c,5 제품처럼 찰랑?거리는 시원한 소재로 된 제품 또 어떤 게 있나요?,상품 추천
s,폴리 소재 쉬폰 소재 위주로 보시면 되실 꺼 같구요 5번 상품 두 가지 상품입니다.,상품 추천
c,74나 78/34사이즈 하려면 몇 해야 하나요?,상품 추천
s,제조회사 약간의 스타일 차이가 있으며 둘 다 Xx L사이즈권장 드립니다.,상품 추천
c,50대 여성에게 선물할 수분크림을 소개해 주신다면 어떤 제품이 있나요?,상품 추천
s,50대 여성에게 선물할 수분크림으로 인기 많은 유세린 제품을 소개해 드리고 싶습니다.,상품 추천
c,160/60입니다. 평소핏감 있게 딱 맞춰서 입는데 사이즈 S사이즈 주문하면 잘 맞을까요?,상품 추천
s,S사이즈 허리둘레는 28인치 구요 허리 둘레 맞는지 확인 부탁드립니다.,상품 추천
c,02번 터프가 이 110입었으면 01번 도 110주문하면 맞을 라나요?,상품 추천
s,같은 사이즈라고 하더라도 브랜드와 생산되는 과정에 의해서 조금씩의 차이가 있을 수는 있습니다.,상품 추천
c,흰 셔츠에 어울리는 슬랙스 색상은 어떤거에요?,상품 추천
s,무난한건 검정색이에요.,상품 추천
c,100사이즈 입는데 XL 주문했는데 클까여?177 - 67KG 인데 여,상품 추천
