,SPEAKER,SENTENCE,MAIN
6690,고객,요거 카키색은 없어요?,의류 문의
6691,점원,없어요 그거 하나 남았어요,의류 문의
6692,고객,요건 얼만데요?,의류 문의
6693,점원,똑같이 3만 원이에요,의류 문의
6694,고객,이것도 뒤에 끈 있네요?,의류 문의
6695,점원,네 다 있어요,의류 문의
6696,고객,저 빨간색 같은 경우는 때타면 어떻게 지워요?,의류 문의
6697,점원,그냥 빨아도 괜찮고 방수라 툭툭 털어도 돼요,의류 문의
6698,고객,이 쪼그만 가방은 얼마에요?,의류 문의
6699,점원,7900원이요,의류 문의
6700,고객,요거보다 조금 큰 거 없어요 사이즈?,의류 문의
6701,점원,없어요,의류 문의
6702,고객,가방은 요거는 얼마에요?,의류 문의
6703,점원,이것은 18000원입니다,의류 문의
6704,고객,요거 색상은 하나뿐이에요?,의류 문의
6705,점원,네 이거 하나에요,의류 문의
6706,고객,이거 소재가 뭐예요?,의류 문의
6707,점원,일반 인조가죽입니다,의류 문의
6708,고객,끈은 요게 한 종류죠?,의류 문의
6709,점원,네 메고 다니든지 들고 다니면 됩니다,의류 문의
6710,고객,이건 가죽이에요?,의류 문의
6711,점원,아니요 여기 있는 것들은 저렴한 거라 가죽이 아니에요,의류 문의
6712,고객,요 핑크색 가방은 얼마에요?,의류 문의
6713,점원,그거 16000원입니다,의류 문의
6714,고객,"현금, 카드 다 받으세요?",의류 문의
6715,점원,네 그런 거는 상관없어요,의류 문의
6716,고객,색상은 요거뿐이라 예?,의류 문의
6717,점원,네,의류 문의
6718,고객,클러치 백처럼 드는 거 하나 살라 카는데,의류 문의
6719,점원,이런 거 말씀하시는 건가요?,의류 문의
6720,고객,그쵸,의류 문의
6721,점원,클러치 백은 이 쪽에 있습니다,의류 문의
6722,고객,이거는 얼마예요?,의류 문의
6723,점원,이거는 28000원입니다,의류 문의
6724,고객,요거 빨간색 없어요?,의류 문의
6725,점원,이거는 색상이 검은색밖에 안 나와요,의류 문의
6726,고객,요거보다 좀 큰 사이즈가 있으면 될 거 같은데,의류 문의
6727,점원,"더 큰 건 없어요 그 사이즈도 지갑, 폰은 충분히 들어가요",의류 문의
6728,고객,요거는 가격이 얼마에요?,의류 문의
6729,점원,이건 어떠세요? 고급스럽죠?,의류 문의
6730,고객,휴대폰하고 지갑밖에 안 들어갈 거 같은데,의류 문의
6731,점원,그건 22000원이고 이쪽 건 19000원입니다,의류 문의
6732,고객,14k 귀걸이 있나요?,의류 문의
6733,점원,우측에 보시면 있어요,의류 문의
6734,고객,착용해봐도 되나요?,의류 문의
6735,점원,네 도와드릴게요,의류 문의
6736,고객,거울은 어디에 있죠?,의류 문의
6737,점원,좌측에 있습니다,의류 문의
6738,고객,14k 귀걸이는 보통 얼마나 하나요?,의류 문의
6739,점원,무게에 따라서 금액이 상이해요,의류 문의
6740,고객,은색으로 된 귀걸이도 있나요?,의류 문의
6741,점원,지금은 금색만 있습니다,의류 문의
6742,고객,커플링을 하고 싶은데 저렴한 모델이 있나요?,의류 문의
6743,점원,"네, 이쪽으로 와주세요.",의류 문의
6744,고객,여기 보이는 실버로 꺼내주시겠어요?,의류 문의
6745,점원,"네, 요새 잘 나가는 커플링 중 하나에요.",의류 문의
6746,고객,손가락에 껴봐도 되나요? ,의류 문의
6747,점원,"네, 가능합니다.",의류 문의
6748,고객,몇 일 정도 걸리나요?,의류 문의
6749,점원,일주일 뒤에 찾으러 오시면 됩니다.,의류 문의
6750,고객,혹시 여기 이 귀걸이도 파는 건가요?,의류 문의
6751,점원,네 판매합니다,의류 문의
6752,고객,도금은 아니죠?,의류 문의
6753,점원,네 14k 금이에요,의류 문의
6754,고객,귀걸이 착용해볼 수 있나요?,의류 문의
6755,점원,아니오 귀에 대보는 것만 가능하세요,의류 문의
6756,고객,얼마인가요?,의류 문의
6757,점원,62000원입니다,의류 문의
6758,고객,목걸이 1세트 말고 한 쪽만 살 수 있나요?,의류 문의
6759,점원,네 가능합니다. ,의류 문의
6760,고객,진짜 금으로 만든건가요?,의류 문의
6761,점원,네 맞습니다. ,의류 문의
6762,고객,가격은 어떻게 되나요?,의류 문의
6763,점원,250000원 입니다. ,의류 문의
6764,고객,이 옷에 어울리는 목걸이를 찾고 있어요,의류 문의
6765,점원,골드 실버 어떤 스타일을 원하세요?,의류 문의
6766,고객,실버요,의류 문의
6767,점원,이 스타일은 어떠세요?,의류 문의
6768,고객,두꺼운 스타일 말고 얇은 목걸이를 찾고 있어요,의류 문의
6769,점원,이 목걸이는 어떠세요?,의류 문의
6770,고객,다른 스타일도 있나요?,의류 문의
6771,점원,아쉽지만 저희 매장엔 이 스타일뿐이에요,의류 문의
6772,고객,액세서리를 사려고 하는데 어느게 인기가 있는 상품인가요?,의류 문의
6773,점원,이 반지하고 이 목걸이에요,의류 문의
6774,고객,이 반지는 얼마나 하죠?,의류 문의
6775,점원,54000원 입니다,의류 문의
6776,고객,비싼 반지는 없나요?,의류 문의
6777,점원,이런 종류가 있는데 원하는 반지를 골라보세요,의류 문의
6778,고객,이 반지는 얼마인가요?,의류 문의
6779,점원,95만원 입니다,의류 문의
6780,고객,이 목걸이 좀 보여주시겠어요?,의류 문의
6781,점원,여기 있습니다,의류 문의
6782,고객,색깔은 두가지인가요?,의류 문의
6783,점원,네 로즈골드와 골드 두가지에요,의류 문의
6784,고객,얼마인가요?,의류 문의
6785,점원,지금 세일하는 품목이어서 삼만삼천원이에요,의류 문의
6786,고객,이런 디자인으로 귀걸이도 있나요?,의류 문의
6787,점원,비슷한 디자인으로 이런 귀걸이들이 있어요,의류 문의
6788,고객,두 개 같이 포장해주실 수 있어요?,의류 문의
6789,점원,네 포장해드릴게요,의류 문의
6790,고객,오늘 제품 수령가능한가요?,의류 문의
6791,점원,"아니요, 오늘은 어려울 것 같습니다.",의류 문의
6792,고객,그럼 언제 수령 가능한가요?,의류 문의
6793,점원,3일뒤 수령가능합니다.,의류 문의
6794,고객,as는 언제 까지 무상 인가요?,의류 문의
6795,점원,1년 무상 지원하고 있습니다.,의류 문의
6796,고객,이 엑세서리 혹시 소재가 어떤 건가요?,의류 문의
6797,점원,아 이건 은으로 구성된 겁니다,의류 문의
6798,고객,그럼 이 귀걸이는 어떤가요?,의류 문의
6799,점원,이것도 은으로 된건데 침은 서지컬 침으로 되어 있어요,의류 문의
6800,고객,프로포즈 하려하는데 반지 좀 보려고요,의류 문의
6801,점원,그럼 이 반지는 어떤가요?,의류 문의
6802,고객,이거 큐빅인가요?,의류 문의
6803,점원,다이아몬드입니다,의류 문의
6804,고객,가격이 꽤 나가겠네요,의류 문의
6805,점원,이거 만든 회사에서 프로포즈 하시라고 일부로 가격이 안비싸게 나와서 괜찮으실 겁니다,의류 문의
6806,고객,얼마예요?,의류 문의
6807,점원,80만원입니다,의류 문의
6808,고객,이 반지 좀 보여주세요,의류 문의
6809,점원,여기있습니다 가격대가 높지않아서 부담되지않으실거에요,의류 문의
6810,고객,수령까지 몇일 정도 걸릴까요?,의류 문의
6811,점원,7일에서 10일이면 연락드릴거에요,의류 문의
6812,고객,이 귀걸이 얼마에요?,의류 문의
6813,점원,그쪽에 있는 애들은 다 만원씩이에요,의류 문의
6814,고객,왼쪽에 있는 것들은요?,의류 문의
6815,점원,거긴 다 오천원이에요,의류 문의
6816,고객,알러지 방지인가요?,의류 문의
6817,점원,만원짜리들은 다 알러지 방지에요,의류 문의
6818,고객,귀찌도 있나요?,의류 문의
6819,점원,네 귀찌는 삼천원씩이에요,의류 문의
6820,고객,돌잔치 반지 있나요?,의류 문의
6821,점원,"네, 있습니다.",의류 문의
6822,고객,가격은 어느 정도 인가요?,의류 문의
6823,점원,최소 19만원부터 시작합니다.,의류 문의
6824,고객,제일 싼 모델로 포장해주세요.,의류 문의
6825,점원,"네, 포장지는 어떤 걸로 해드릴까요?",의류 문의
6826,고객,아무거나 상관없습니다.,의류 문의
6827,고객,귀걸이는 여기 있는 게 전부인가요?,의류 문의
6828,점원,네. 전부입니다.,의류 문의
6829,고객,이 귀걸이는 은으로 만든 건가요?,의류 문의
6830,점원,네. 은으로 만든겁니다.,의류 문의
6831,고객,혹시 목걸이랑 세트인가요?,의류 문의
6832,점원,네. 세트도 가능합니다.,의류 문의
6833,고객,할인 중인 제품들이 있나요?,의류 문의
6834,점원,오른쪽에 있습니다.,의류 문의
6835,고객,봄 신상 목걸이 있나요?,의류 문의
6836,점원,네 이번에 벚꽃을 모티브로한 목걸이가 나왔습니다,의류 문의
6837,고객,이 제품은 별로네요 다른 것 좀 보여주세요,의류 문의
6838,점원,그럼 이건 어떠신가요?,의류 문의
6839,고객,이건 예쁘네요,의류 문의
6840,점원,여기 세트로 나온 귀걸이도 있습니다,의류 문의
6841,고객,귀걸이까지 세트로 얼마인가요?,의류 문의
6842,점원,세트로 59000원입니다,의류 문의
6843,고객,귀걸이 좀  보여주세요,의류 문의
6844,점원,네 어떤 스타일 찾으세요?,의류 문의
6845,고객,화려한 스타일이요,의류 문의
6846,점원,이런 디자인은 어떠세요?,의류 문의
6847,고객,다른 디자인은 없나요?,의류 문의
6848,점원,그럼 이런 디자인은 어떠세요?,의류 문의
6849,고객,마음에 들어요,의류 문의
6850,고객,커플링 맞출 예정인데요. 디자인 몇 가지 추천해주실 수 있나요?,의류 문의
6851,점원,네 다음 몇가지 제품들을 소개해드리겠습니다. ,의류 문의
6852,고객,이 커플링은 가격이 어떻게 되나요?,의류 문의
6853,점원,"현재 할인해서 200,000원에 구매 가능합니다. ",의류 문의
6854,고객,혹시 이  귀걸이와 세트인 목걸이는 따로 없나요?,의류 문의
6855,점원,네 고객님  그 귀걸이는 단품만 구매 가능합니다.,의류 문의
6856,고객,매장 멤버십 가입되어 있는데요 생일 쿠폰 사용 가능한가요? ,의류 문의
6857,점원,네 가능합니다.,의류 문의
6858,고객,착용해봐도 되나요?,의류 문의
6859,점원,"아니요, 눈으로만 봐주세요. ",의류 문의
6860,고객,귀 뚫어주시나요?,의류 문의
6861,점원,"네, 구매 시 가능합니다.",의류 문의
6862,고객,목걸이 길이 조절 되나요?,의류 문의
6863,점원,"네, 조절해드립니다.",의류 문의
6864,고객,18k 제품인가요?,의류 문의
6865,점원,"네, 맞습니다.",의류 문의
6866,고객,알러지 방지 제품 있나요?,의류 문의
6867,점원,"네, 있습니다. ",의류 문의
6868,고객,은으로 된 악세사리도 판매하나요?,의류 문의
6869,점원,귀걸이와 반지 종류만 판매하고 있습니다.,의류 문의
6870,고객,반지를 구매하고 싶은데 이니셜도 반지에 할 수 있나요?,의류 문의
6871,점원,이니셜은 추가 결제하시면 가능하십니다.,의류 문의
6872,고객,여기서 산 귀걸이가 피부에 맞지 않은데 환불 가능할까요?,의류 문의
6873,점원,구매하시고 7일 이내시면 가능하십니다.,의류 문의
6874,고객,그럼 환불 말고 교환으로 해도 괜찮을가요?,의류 문의
6875,점원,동일 가격대로 종류 상관없이 교환하시면 됩니다.,의류 문의
6876,고객,커플링 맞추러 왔는데 괜찮은거 있나요 ?,의류 문의
6877,점원,네 괜찮은거 많으세요.,의류 문의
6878,고객,가격대가 다양한가요?,의류 문의
6879,점원,"당연하죠, 비싼거는 비싸고 가격대는 다양해요.",의류 문의
6880,고객,20~30만원 선으로 커플링 가능하겠죠 ?,의류 문의
6881,점원,그러면 이쪽 상품을 보셔야되요.,의류 문의
6882,고객,이 제품 한번 착용해 볼 수 있을까요?,의류 문의
6883,점원,반지 호수가 어떻게 되세요 ?,의류 문의
6884,고객,"17호, 13호에요.",의류 문의
6885,점원,"자, 착용 한번 해보세요",의류 문의
6886,고객,이 귀걸이 혹시 세트로 나온 목걸이가 있나요?,의류 문의
6887,점원,네 이쪽에 진열되어있습니다,의류 문의
6888,고객,이 목걸이도 같은 14K인가요?,의류 문의
6889,점원,네 그렇습니다,의류 문의
6890,고객,귀걸이와 함께 구매 시 할인 혜택은 있나요?,의류 문의
6891,점원,아니오 다만 보관 케이스를 행사로 드리고 있습니다,의류 문의
6892,고객,혹시 따로 사면 케이스를 주지 않는건가요?,의류 문의
6893,점원,세트용 케이스는 드리지 않고 있습니다,의류 문의
6894,고객,귀걸이 좀 보고 싶은데요,의류 문의
6895,점원,이 쪽으로 오세요,의류 문의
6896,점원,네 한 번 골라보시겠어요?,의류 문의
6897,고객,이거 이쁜데 저한테 잘 어울리나요?,의류 문의
6898,점원,네 고객님 너무 잘 어울리세요,의류 문의
6899,고객,커플링 맞추러 왔는데요,의류 문의
6900,점원,찾으시는 종류 있으세요?,의류 문의
6901,고객,백금으로 사고 싶은데 많이 비싸나요?,의류 문의
6902,점원,얼마까지 생각하셨는데요?,의류 문의
6903,고객,20만원이요,의류 문의
6904,점원,그럼 그 정도에 최대한 맞춰서 해드릴게요,의류 문의
6905,고객,혹시 문구도 새길 수 있나요?,의류 문의
6906,점원,그럼요 대신 추가비용 들어요,의류 문의
6907,고객,완성된 반지는 언제 찾을 수 있어요?,의류 문의
6908,점원,내일 모레 오세요,의류 문의
6909,고객,#이름#이 광고한 귀걸이 있어요?,의류 문의
6910,점원,네 최근에 광고나온 제품 여기 있어요,의류 문의
6911,고객,실버 밖에 없나요?,의류 문의
